mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,weekday,fecalsamp,hrs_bw_samplingpoints,volume_per_hour,volume24_corr,number of bees
27,2,3,post,800ppb,2020-10-10,13,3,12.5,3.5,Saturday,no,28.5,0.122807018,2.947368421,
27,2,3,post,800ppb,2020-10-11,14,9,,3.5,Sunday,yes,24,0.145833333,3.5,
28,2,3,pre,Sacrifice,2020-09-21,-6,13,,,Monday,no,24,,,
28,2,3,pre,Sacrifice,2020-09-22,-5,10.5,,2.5,Tuesday,no,24,0.104166667,2.5,
28,2,3,pre,Sacrifice,2020-09-23,-4,8,,2.5,Wednesday,no,24,0.104166667,2.5,
28,2,3,pre,Sacrifice,2020-09-24,-3,4.5,12.5,3.5,Thursday,no,24,0.145833333,3.5,
28,2,3,pre,Sacrifice,2020-09-25,-2,10,,2.5,Friday,no,24,0.104166667,2.5,
28,2,3,pre,Sacrifice,2020-09-26,-1,5,12.5,5,Saturday,no,28.5,0.175438596,4.210526316,
28,2,3,pre,Sacrifice,2020-09-27,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
28,2,3,during,Sacrifice,2020-09-28,1,5.5,10,4.5,Monday,no,24,0.1875,4.5,
28,2,3,during,Sacrifice,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,
28,2,3,during,Sacrifice,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,
28,2,3,during,Sacrifice,2020-10-01,4,6,10,4,Thursday,no,24,0.166666667,4,
28,2,3,during,Sacrifice,2020-10-02,5,7,,3,Friday,yes,24,0.125,3,
29,3,1,pre,Control,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
29,3,1,pre,Control,2020-10-07,-5,8,,4.5,Wednesday,no,24,0.1875,4.5,
29,3,1,pre,Control,2020-10-08,-4,4.5,13,3.5,Thursday,no,24,0.145833333,3.5,
29,3,1,pre,Control,2020-10-09,-3,11.5,12.5,1.5,Friday,no,24,0.0625,1.5,
29,3,1,pre,Control,2020-10-10,-2,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
29,3,1,pre,Control,2020-10-11,-1,5.5,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
29,3,1,pre,Control,2020-10-12,0,3.5,10,2,Monday,yes,24,0.083333333,2,
29,3,1,during,Control,2020-10-13,1,6.5,10,3.5,Tuesday,no,24,0.145833333,3.5,
29,3,1,during,Control,2020-10-14,2,7,10,3,Wednesday,yes,24,0.125,3,
29,3,1,during,Control,2020-10-15,3,6,9.5,4,Thursday,yes,24,0.166666667,4,
29,3,1,during,Control,2020-10-16,4,5.5,10,4,Friday,no,24,0.166666667,4,
29,3,1,during,Control,2020-10-17,5,6.5,12.5,3.5,Saturday,yes,24,0.145833333,3.5,
29,3,1,post,Control,2020-10-18,6,8.5,,4,Sunday,no,28.5,0.140350877,3.368421053,
29,3,1,post,Control,2020-10-19,7,5,,3.5,Monday,no,19.5,0.179487179,4.307692308,
29,3,1,post,Control,2020-10-20,8,2,12.5,3,Tuesday,yes,24,0.125,3,
29,3,1,post,Control,2020-10-21,9,8.5,,4,Wednesday,no,24,0.166666667,4,
29,3,1,post,Control,2020-10-22,10,6,,2.5,Thursday,no,24,0.104166667,2.5,
29,3,1,post,Control,2020-10-23,11,3,12.5,3,Friday,no,24,0.125,3,
29,3,1,post,Control,2020-10-24,12,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
29,3,1,post,Control,2020-10-25,13,5.5,10,2.5,Sunday,no,19.5,0.128205128,3.076923077,
29,3,1,post,Control,2020-10-26,14,5,,5,Monday,yes,24,0.208333333,5,
30,3,1,pre,DMSO,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
30,3,1,pre,DMSO,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
30,3,1,pre,DMSO,2020-10-08,-4,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
30,3,1,pre,DMSO,2020-10-09,-3,4,12.5,2.5,Friday,no,24,0.104166667,2.5,
30,3,1,pre,DMSO,2020-10-10,-2,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
30,3,1,pre,DMSO,2020-10-11,-1,7,,3,Sunday,no,19.5,0.153846154,3.692307692,
30,3,1,pre,DMSO,2020-10-12,0,4,10,3,Monday,yes,24,0.125,3,
30,3,1,during,DMSO,2020-10-13,1,7,10,3,Tuesday,no,24,0.125,3,
30,3,1,during,DMSO,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
30,3,1,during,DMSO,2020-10-15,3,6.5,10,3.5,Thursday,yes,24,0.145833333,3.5,
30,3,1,during,DMSO,2020-10-16,4,6.5,10,3.5,Friday,no,24,0.145833333,3.5,
30,3,1,during,DMSO,2020-10-17,5,6.5,12.5,3.5,Saturday,yes,24,0.145833333,3.5,
30,3,1,post,DMSO,2020-10-18,6,8,,4.5,Sunday,no,28.5,0.157894737,3.789473684,
30,3,1,post,DMSO,2020-10-19,7,5.5,,2.5,Monday,no,19.5,0.128205128,3.076923077,
30,3,1,post,DMSO,2020-10-20,8,3.5,13,2,Tuesday,yes,24,0.083333333,2,
30,3,1,post,DMSO,2020-10-21,9,9.5,,3.5,Wednesday,no,24,0.145833333,3.5,
30,3,1,post,DMSO,2020-10-22,10,6,,3.5,Thursday,no,24,0.145833333,3.5,
30,3,1,post,DMSO,2020-10-23,11,2,12.5,4,Friday,no,24,0.166666667,4,
30,3,1,post,DMSO,2020-10-24,12,7.5,,5,Saturday,no,28.5,0.175438596,4.210526316,
30,3,1,post,DMSO,2020-10-25,13,5,10,2.5,Sunday,no,19.5,0.128205128,3.076923077,
30,3,1,post,DMSO,2020-10-26,14,6.5,,3.5,Monday,yes,24,0.145833333,3.5,
31,3,1,pre,1ppb,2020-10-06,-6,12.5,,-6,Tuesday,no,24,-0.25,-6,
31,3,1,pre,1ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
31,3,1,pre,1ppb,2020-10-08,-4,7.5,,1.5,Thursday,no,24,0.0625,1.5,
31,3,1,pre,1ppb,2020-10-09,-3,4,12.5,3.5,Friday,no,24,0.145833333,3.5,
31,3,1,pre,1ppb,2020-10-10,-2,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
31,3,1,pre,1ppb,2020-10-11,-1,6,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
31,3,1,pre,1ppb,2020-10-12,0,3.5,9.5,2.5,Monday,yes,24,0.104166667,2.5,
31,3,1,during,1ppb,2020-10-13,1,7,10,2.5,Tuesday,no,24,0.104166667,2.5,
31,3,1,during,1ppb,2020-10-14,2,7,10,3,Wednesday,yes,24,0.125,3,
31,3,1,during,1ppb,2020-10-15,3,7.5,10,2.5,Thursday,yes,24,0.104166667,2.5,
31,3,1,during,1ppb,2020-10-16,4,7.5,10,2.5,Friday,no,24,0.104166667,2.5,
31,3,1,during,1ppb,2020-10-17,5,7,12.5,3,Saturday,yes,24,0.125,3,
31,3,1,post,1ppb,2020-10-18,6,10.5,,2,Sunday,no,28.5,0.070175439,1.684210526,
31,3,1,post,1ppb,2020-10-19,7,8.5,,2,Monday,no,19.5,0.102564103,2.461538462,
31,3,1,post,1ppb,2020-10-20,8,6.5,12.5,2,Tuesday,yes,24,0.083333333,2,
31,3,1,post,1ppb,2020-10-21,9,9.5,,3,Wednesday,no,24,0.125,3,
31,3,1,post,1ppb,2020-10-22,10,7,,2.5,Thursday,no,24,0.104166667,2.5,
31,3,1,post,1ppb,2020-10-23,11,4,12.5,3,Friday,no,24,0.125,3,
31,3,1,post,1ppb,2020-10-24,12,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
31,3,1,post,1ppb,2020-10-25,13,6,,2,Sunday,no,19.5,0.102564103,2.461538462,
31,3,1,post,1ppb,2020-10-26,14,2.5,,3.5,Monday,yes,24,0.145833333,3.5,
32,3,1,pre,10 ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
32,3,1,pre,10 ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
32,3,1,pre,10 ppb,2020-10-08,-4,6,,3,Thursday,no,24,0.125,3,
32,3,1,pre,10 ppb,2020-10-09,-3,3.5,12.5,2.5,Friday,no,24,0.104166667,2.5,
32,3,1,pre,10 ppb,2020-10-10,-2,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
32,3,1,pre,10 ppb,2020-10-11,-1,7,,2.5,Sunday,no,19.5,0.128205128,3.076923077,
32,3,1,pre,10 ppb,2020-10-12,0,5.5,10,1.5,Monday,yes,24,0.0625,1.5,
32,3,1,during,10 ppb,2020-10-13,1,7.5,9.5,2.5,Tuesday,no,24,0.104166667,2.5,
32,3,1,during,10 ppb,2020-10-14,2,7,10,2.5,Wednesday,yes,24,0.104166667,2.5,
32,3,1,during,10 ppb,2020-10-15,3,7,9.5,3,Thursday,yes,24,0.125,3,
32,3,1,during,10 ppb,2020-10-16,4,7,10,2.5,Friday,no,24,0.104166667,2.5,
32,3,1,during,10 ppb,2020-10-17,5,7,12.5,3,Saturday,yes,24,0.125,3,
32,3,1,post,10 ppb,2020-10-18,6,10.5,,2,Sunday,no,28.5,0.070175439,1.684210526,
32,3,1,post,10 ppb,2020-10-19,7,8.5,,2,Monday,no,19.5,0.102564103,2.461538462,
32,3,1,post,10 ppb,2020-10-20,8,6,12.5,2.5,Tuesday,yes,24,0.104166667,2.5,
32,3,1,post,10 ppb,2020-10-21,9,9.5,,3,Wednesday,no,24,0.125,3,
32,3,1,post,10 ppb,2020-10-22,10,7,,2.5,Thursday,no,24,0.104166667,2.5,
32,3,1,post,10 ppb,2020-10-23,11,4,12.5,3,Friday,no,24,0.125,3,
32,3,1,post,10 ppb,2020-10-24,12,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
32,3,1,post,10 ppb,2020-10-25,13,6.5,,1.5,Sunday,no,19.5,0.076923077,1.846153846,
32,3,1,post,10 ppb,2020-10-26,14,1.5,,5,Monday,yes,24,0.208333333,5,
33,3,1,pre,100ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
33,3,1,pre,100ppb,2020-10-07,-5,8.5,,4,Wednesday,no,24,0.166666667,4,
33,3,1,pre,100ppb,2020-10-08,-4,7.5,,1,Thursday,no,24,0.041666667,1,
33,3,1,pre,100ppb,2020-10-09,-3,6.5,12.5,1,Friday,no,24,0.041666667,1,
33,3,1,pre,100ppb,2020-10-10,-2,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
33,3,1,pre,100ppb,2020-10-11,-1,5.5,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
33,3,1,pre,100ppb,2020-10-12,0,2,9.5,3.5,Monday,yes,24,0.145833333,3.5,
33,3,1,during,100ppb,2020-10-13,1,7.5,10,2,Tuesday,no,24,0.083333333,2,
33,3,1,during,100ppb,2020-10-14,2,7,10,3,Wednesday,yes,24,0.125,3,
33,3,1,during,100ppb,2020-10-15,3,7,10,3,Thursday,yes,24,0.125,3,
33,3,1,during,100ppb,2020-10-16,4,7,10,3,Friday,no,24,0.125,3,
33,3,1,during,100ppb,2020-10-17,5,6.5,12.5,3.5,Saturday,yes,24,0.145833333,3.5,
33,3,1,post,100ppb,2020-10-18,6,9.5,,3,Sunday,no,28.5,0.105263158,2.526315789,
33,3,1,post,100ppb,2020-10-19,7,6.5,,3,Monday,no,19.5,0.153846154,3.692307692,
33,3,1,post,100ppb,2020-10-20,8,4,12,2.5,Tuesday,yes,24,0.104166667,2.5,
33,3,1,post,100ppb,2020-10-21,9,9,,3,Wednesday,no,24,0.125,3,
33,3,1,post,100ppb,2020-10-22,10,5,12.5,4,Thursday,no,24,0.166666667,4,
33,3,1,post,100ppb,2020-10-23,11,9,,3.5,Friday,no,24,0.145833333,3.5,
33,3,1,post,100ppb,2020-10-24,12,4,,5,Saturday,no,28.5,0.175438596,4.210526316,
33,3,1,post,100ppb,2020-10-25,13,2,10,2,Sunday,no,19.5,0.102564103,2.461538462,
33,3,1,post,100ppb,2020-10-26,14,6,,4,Monday,yes,24,0.166666667,4,
34,3,1,pre,800ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
34,3,1,pre,800ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
34,3,1,pre,800ppb,2020-10-08,-4,8.5,,0.5,Thursday,no,24,0.020833333,0.5,
34,3,1,pre,800ppb,2020-10-09,-3,5.5,,3,Friday,no,24,0.125,3,
34,3,1,pre,800ppb,2020-10-10,-2,3,12.5,2.5,Saturday,no,28.5,0.087719298,2.105263158,
34,3,1,pre,800ppb,2020-10-11,-1,9.5,,3,Sunday,no,19.5,0.153846154,3.692307692,
34,3,1,pre,800ppb,2020-10-12,0,7.5,9.5,2,Monday,yes,24,0.083333333,2,
34,3,1,during,800ppb,2020-10-13,1,7.5,10,2,Tuesday,no,24,0.083333333,2,
34,3,1,during,800ppb,2020-10-14,2,7.5,10,2.5,Wednesday,yes,24,0.104166667,2.5,
34,3,1,during,800ppb,2020-10-15,3,6.5,10,3.5,Thursday,yes,24,0.145833333,3.5,
34,3,1,during,800ppb,2020-10-16,4,7.5,10,2.5,Friday,no,24,0.104166667,2.5,
34,3,1,during,800ppb,2020-10-17,5,6.5,12.5,3.5,Saturday,yes,24,0.145833333,3.5,
34,3,1,post,800ppb,2020-10-18,6,9.5,,3,Sunday,no,28.5,0.105263158,2.526315789,
34,3,1,post,800ppb,2020-10-19,7,6.5,,3,Monday,no,19.5,0.153846154,3.692307692,
34,3,1,post,800ppb,2020-10-20,8,4.5,12.5,2,Tuesday,yes,24,0.083333333,2,
34,3,1,post,800ppb,2020-10-21,9,9,,3.5,Wednesday,no,24,0.145833333,3.5,
34,3,1,post,800ppb,2020-10-22,10,8,,1,Thursday,no,24,0.041666667,1,
34,3,1,post,800ppb,2020-10-23,11,4.5,12.5,3.5,Friday,no,24,0.145833333,3.5,
34,3,1,post,800ppb,2020-10-24,12,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,
34,3,1,post,800ppb,2020-10-25,13,6,,2.5,Sunday,no,19.5,0.128205128,3.076923077,
34,3,1,post,800ppb,2020-10-26,14,4.5,,1.5,Monday,yes,24,0.0625,1.5,
35,3,1,pre,Sacrifice,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
35,3,1,pre,Sacrifice,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
35,3,1,pre,Sacrifice,2020-10-08,-4,7,,2,Thursday,no,24,0.083333333,2,
35,3,1,pre,Sacrifice,2020-10-09,-3,5,,2,Friday,no,24,0.083333333,2,
35,3,1,pre,Sacrifice,2020-10-10,-2,2.5,12.5,2.5,Saturday,no,28.5,0.087719298,2.105263158,
35,3,1,pre,Sacrifice,2020-10-11,-1,9,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
35,3,1,pre,Sacrifice,2020-10-12,0,6,9.5,3,Monday,yes,24,0.125,3,
35,3,1,during,Sacrifice,2020-10-13,1,6,10,3.5,Tuesday,no,24,0.145833333,3.5,
35,3,1,during,Sacrifice,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
35,3,1,during,Sacrifice,2020-10-15,3,6.5,10,3.5,Thursday,yes,24,0.145833333,3.5,
35,3,1,during,Sacrifice,2020-10-16,4,7,10,3,Friday,no,24,0.125,3,
35,3,1,during,Sacrifice,2020-10-17,5,5.5,,4.5,Saturday,yes,24,0.1875,4.5,
36,4,1,pre,Control,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
36,4,1,pre,Control,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
36,4,1,pre,Control,2020-10-08,-4,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
36,4,1,pre,Control,2020-10-09,-3,4,12.5,2.5,Friday,no,24,0.104166667,2.5,
36,4,1,pre,Control,2020-10-10,-2,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
36,4,1,pre,Control,2020-10-11,-1,6,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
36,4,1,pre,Control,2020-10-12,0,3.5,10,2.5,Monday,yes,24,0.104166667,2.5,
36,4,1,during,Control,2020-10-13,1,7.5,10,2.5,Tuesday,no,24,0.104166667,2.5,
36,4,1,during,Control,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
36,4,1,during,Control,2020-10-15,3,6,9.5,4,Thursday,yes,24,0.166666667,4,
36,4,1,during,Control,2020-10-16,4,6.5,10,3,Friday,no,24,0.125,3,
36,4,1,during,Control,2020-10-17,5,6,12.5,4,Saturday,yes,24,0.166666667,4,
36,4,1,post,Control,2020-10-18,6,8.5,,4,Sunday,no,28.5,0.140350877,3.368421053,
36,4,1,post,Control,2020-10-19,7,7,,1.5,Monday,no,19.5,0.076923077,1.846153846,
36,4,1,post,Control,2020-10-20,8,4,12.5,3,Tuesday,yes,24,0.125,3,
36,4,1,post,Control,2020-10-21,9,9,,3.5,Wednesday,no,24,0.145833333,3.5,
36,4,1,post,Control,2020-10-22,10,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
36,4,1,post,Control,2020-10-23,11,3,12.5,3.5,Friday,no,24,0.145833333,3.5,
36,4,1,post,Control,2020-10-24,12,7,,5.5,Saturday,no,28.5,0.192982456,4.631578947,
36,4,1,post,Control,2020-10-25,13,6.5,10,0.5,Sunday,no,19.5,0.025641026,0.615384615,
36,4,1,post,Control,2020-10-26,14,6,,4,Monday,yes,24,0.166666667,4,
37,4,1,pre,DMSO,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
37,4,1,pre,DMSO,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
37,4,1,pre,DMSO,2020-10-08,-4,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
37,4,1,pre,DMSO,2020-10-09,-3,3.5,12.5,3,Friday,no,24,0.125,3,
37,4,1,pre,DMSO,2020-10-10,-2,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
37,4,1,pre,DMSO,2020-10-11,-1,5.5,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
37,4,1,pre,DMSO,2020-10-12,0,2,10,3.5,Monday,yes,24,0.145833333,3.5,
37,4,1,during,DMSO,2020-10-13,1,6,10,4,Tuesday,no,24,0.166666667,4,
37,4,1,during,DMSO,2020-10-14,2,6.5,9.5,3.5,Wednesday,yes,24,0.145833333,3.5,
37,4,1,during,DMSO,2020-10-15,3,7,10,2.5,Thursday,yes,24,0.104166667,2.5,
37,4,1,during,DMSO,2020-10-16,4,6.5,10,3.5,Friday,no,24,0.145833333,3.5,
37,4,1,during,DMSO,2020-10-17,5,5,12.5,5,Saturday,yes,24,0.208333333,5,
37,4,1,post,DMSO,2020-10-18,6,9,,3.5,Sunday,no,28.5,0.122807018,2.947368421,
37,4,1,post,DMSO,2020-10-19,7,6.5,,2.5,Monday,no,19.5,0.128205128,3.076923077,
37,4,1,post,DMSO,2020-10-20,8,2.5,12.5,4,Tuesday,yes,24,0.166666667,4,
37,4,1,post,DMSO,2020-10-21,9,9,,3.5,Wednesday,no,24,0.145833333,3.5,
37,4,1,post,DMSO,2020-10-22,10,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
37,4,1,post,DMSO,2020-10-23,11,3.5,12.5,3,Friday,no,24,0.125,3,
37,4,1,post,DMSO,2020-10-24,12,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,
37,4,1,post,DMSO,2020-10-25,13,5,10,3.5,Sunday,no,19.5,0.179487179,4.307692308,
37,4,1,post,DMSO,2020-10-26,14,6,,4,Monday,yes,24,0.166666667,4,
38,4,1,pre,1ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
38,4,1,pre,1ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
38,4,1,pre,1ppb,2020-10-08,-4,6,,3,Thursday,no,24,0.125,3,
38,4,1,pre,1ppb,2020-10-09,-3,3.5,13,2.5,Friday,no,24,0.104166667,2.5,
38,4,1,pre,1ppb,2020-10-10,-2,9.5,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
38,4,1,pre,1ppb,2020-10-11,-1,6,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
38,4,1,pre,1ppb,2020-10-12,0,3.5,10,2.5,Monday,yes,24,0.104166667,2.5,
38,4,1,during,1ppb,2020-10-13,1,6.5,10,3.5,Tuesday,no,24,0.145833333,3.5,
38,4,1,during,1ppb,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
38,4,1,during,1ppb,2020-10-15,3,6,10,4,Thursday,yes,24,0.166666667,4,
38,4,1,during,1ppb,2020-10-16,4,8,10,2,Friday,no,24,0.083333333,2,
38,4,1,during,1ppb,2020-10-17,5,5,12.5,5,Saturday,yes,24,0.208333333,5,
38,4,1,post,1ppb,2020-10-18,6,9,,3.5,Sunday,no,28.5,0.122807018,2.947368421,
38,4,1,post,1ppb,2020-10-19,7,6.5,,2.5,Monday,no,19.5,0.128205128,3.076923077,
38,4,1,post,1ppb,2020-10-20,8,4,13,2.5,Tuesday,yes,24,0.104166667,2.5,
38,4,1,post,1ppb,2020-10-21,9,9.5,,3.5,Wednesday,no,24,0.145833333,3.5,
38,4,1,post,1ppb,2020-10-22,10,6,,3.5,Thursday,no,24,0.145833333,3.5,
38,4,1,post,1ppb,2020-10-23,11,4,12.5,2,Friday,no,24,0.083333333,2,
38,4,1,post,1ppb,2020-10-24,12,5.5,12.5,7,Saturday,no,28.5,0.245614035,5.894736842,
38,4,1,post,1ppb,2020-10-25,13,11,,1.5,Sunday,no,19.5,0.076923077,1.846153846,
38,4,1,post,1ppb,2020-10-26,14,8,,3,Monday,yes,24,0.125,3,
39,4,1,pre,10 ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
39,4,1,pre,10 ppb,2020-10-07,-5,9.5,,3,Wednesday,no,24,0.125,3,
39,4,1,pre,10 ppb,2020-10-08,-4,7.5,,2,Thursday,no,24,0.083333333,2,
39,4,1,pre,10 ppb,2020-10-09,-3,5.5,,2,Friday,no,24,0.083333333,2,
39,4,1,pre,10 ppb,2020-10-10,-2,2,12.5,3.5,Saturday,no,28.5,0.122807018,2.947368421,
39,4,1,pre,10 ppb,2020-10-11,-1,9,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
39,4,1,pre,10 ppb,2020-10-12,0,6.5,10,2.5,Monday,yes,24,0.104166667,2.5,
39,4,1,during,10 ppb,2020-10-13,1,6.5,10,3.5,Tuesday,no,24,0.145833333,3.5,
39,4,1,during,10 ppb,2020-10-14,2,6.5,9.5,3.5,Wednesday,yes,24,0.145833333,3.5,
39,4,1,during,10 ppb,2020-10-15,3,6.5,10,3,Thursday,yes,24,0.125,3,
39,4,1,during,10 ppb,2020-10-16,4,6,10,4,Friday,no,24,0.166666667,4,
39,4,1,during,10 ppb,2020-10-17,5,6.5,12.5,3.5,Saturday,yes,24,0.145833333,3.5,
39,4,1,post,10 ppb,2020-10-18,6,11,,1.5,Sunday,no,28.5,0.052631579,1.263157895,
39,4,1,post,10 ppb,2020-10-19,7,8.5,,2.5,Monday,no,19.5,0.128205128,3.076923077,
39,4,1,post,10 ppb,2020-10-20,8,5,13,3.5,Tuesday,yes,24,0.145833333,3.5,
39,4,1,post,10 ppb,2020-10-21,9,9.5,,3.5,Wednesday,no,24,0.145833333,3.5,
39,4,1,post,10 ppb,2020-10-22,10,6.5,,3,Thursday,no,24,0.125,3,
39,4,1,post,10 ppb,2020-10-23,11,1.5,12.5,5,Friday,no,24,0.208333333,5,
39,4,1,post,10 ppb,2020-10-24,12,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
39,4,1,post,10 ppb,2020-10-25,13,5,10,4.5,Sunday,no,19.5,0.230769231,5.538461538,
39,4,1,post,10 ppb,2020-10-26,14,6.5,,3.5,Monday,yes,24,0.145833333,3.5,
40,4,1,pre,100ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
40,4,1,pre,100ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
40,4,1,pre,100ppb,2020-10-08,-4,6,,3,Thursday,no,24,0.125,3,
40,4,1,pre,100ppb,2020-10-09,-3,3.5,12.5,2.5,Friday,no,24,0.104166667,2.5,
40,4,1,pre,100ppb,2020-10-10,-2,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
40,4,1,pre,100ppb,2020-10-11,-1,6,,3.5,Sunday,no,19.5,0.179487179,4.307692308,
40,4,1,pre,100ppb,2020-10-12,0,3,10,3,Monday,yes,24,0.125,3,
40,4,1,during,100ppb,2020-10-13,1,8,10,2,Tuesday,no,24,0.083333333,2,
40,4,1,during,100ppb,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
40,4,1,during,100ppb,2020-10-15,3,7,9.5,3,Thursday,yes,24,0.125,3,
40,4,1,during,100ppb,2020-10-16,4,7,9.5,2.5,Friday,no,24,0.104166667,2.5,
40,4,1,during,100ppb,2020-10-17,5,6.5,12.5,3,Saturday,yes,24,0.125,3,
40,4,1,post,100ppb,2020-10-18,6,9,,3.5,Sunday,no,28.5,0.122807018,2.947368421,
40,4,1,post,100ppb,2020-10-19,7,8,,1,Monday,no,19.5,0.051282051,1.230769231,
40,4,1,post,100ppb,2020-10-20,8,4.5,12,3.5,Tuesday,yes,24,0.145833333,3.5,
40,4,1,post,100ppb,2020-10-21,9,9,,3,Wednesday,no,24,0.125,3,
40,4,1,post,100ppb,2020-10-22,10,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
40,4,1,post,100ppb,2020-10-23,11,5.5,12.5,1,Friday,no,24,0.041666667,1,
40,4,1,post,100ppb,2020-10-24,12,7.5,,5,Saturday,no,28.5,0.175438596,4.210526316,
40,4,1,post,100ppb,2020-10-25,13,6.5,10,1,Sunday,no,19.5,0.051282051,1.230769231,
40,4,1,post,100ppb,2020-10-26,14,7.5,,2.5,Monday,yes,24,0.104166667,2.5,
41,4,1,pre,800ppb,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
41,4,1,pre,800ppb,2020-10-07,-5,9,,3.5,Wednesday,no,24,0.145833333,3.5,
41,4,1,pre,800ppb,2020-10-08,-4,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
41,4,1,pre,800ppb,2020-10-09,-3,3.5,12.5,3,Friday,no,24,0.125,3,
41,4,1,pre,800ppb,2020-10-10,-2,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
41,4,1,pre,800ppb,2020-10-11,-1,6.5,,3,Sunday,no,19.5,0.153846154,3.692307692,
41,4,1,pre,800ppb,2020-10-12,0,3.5,9.5,3,Monday,yes,24,0.125,3,
41,4,1,during,800ppb,2020-10-13,1,7.5,10,2,Tuesday,no,24,0.083333333,2,
41,4,1,during,800ppb,2020-10-14,2,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
41,4,1,during,800ppb,2020-10-15,3,6.5,10,3.5,Thursday,yes,24,0.145833333,3.5,
41,4,1,during,800ppb,2020-10-16,4,6.5,10,3.5,Friday,no,24,0.145833333,3.5,
41,4,1,during,800ppb,2020-10-17,5,6,12.5,4,Saturday,yes,24,0.166666667,4,
41,4,1,post,800ppb,2020-10-18,6,8.5,,4,Sunday,no,28.5,0.140350877,3.368421053,
41,4,1,post,800ppb,2020-10-19,7,6.5,,2,Monday,no,19.5,0.102564103,2.461538462,
41,4,1,post,800ppb,2020-10-20,8,4,12.5,2.5,Tuesday,yes,24,0.104166667,2.5,
41,4,1,post,800ppb,2020-10-21,9,10,,2.5,Wednesday,no,24,0.104166667,2.5,
41,4,1,post,800ppb,2020-10-22,10,7,,3,Thursday,no,24,0.125,3,
