mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,weekday,fecalsamp,hrs_bw_samplingpoints,volume_per_hour,volume24_corr,number of bees
13,2,1,post,800ppb,2020-09-28,14,6,,3.6,Monday,yes,28.5,0.126315789,3.031578947,10
14,2,1,pre,Sacrifice,2020-09-08,-6,13,,,Tuesday,no,24,,,10
14,2,1,pre,Sacrifice,2020-09-09,-5,9,,4,Wednesday,no,24,0.166666667,4,10
14,2,1,pre,Sacrifice,2020-09-10,-4,5.5,,3.5,Thursday,no,24,0.145833333,3.5,10
14,2,1,pre,Sacrifice,2020-09-11,-3,1.5,13,4,Friday,no,24,0.166666667,4,10
14,2,1,pre,Sacrifice,2020-09-12,-2,8.5,,4.5,Saturday,no,28.5,0.157894737,3.789473684,10
14,2,1,pre,Sacrifice,2020-09-13,-1,4,10,4.5,Sunday,no,24,0.1875,4.5,10
14,2,1,pre,Sacrifice,2020-09-14,0,6.5,9,3.5,Monday,yes,19.5,0.179487179,4.307692308,10
14,2,1,during,Sacrifice,2020-09-15,1,5,10,4,Tuesday,no,24,0.166666667,4,10
14,2,1,during,Sacrifice,2020-09-16,2,5.5,9.5,4.5,Wednesday,yes,24,0.1875,4.5,10
14,2,1,during,Sacrifice,2020-09-17,3,7,10,2.5,Thursday,yes,24,0.104166667,2.5,10
14,2,1,during,Sacrifice,2020-09-18,4,6.5,9.5,3.5,Friday,no,24,0.145833333,3.5,10
14,2,1,during,Sacrifice,2020-09-19,5,6.5,,3,Saturday,yes,24,0.125,3,10
15,1,3,pre,Control,2020-09-21,-6,13,,,Monday,no,24,,,10
15,1,3,pre,Control,2020-09-22,-5,12,,1,Tuesday,no,24,0.041666667,1,10
15,1,3,pre,Control,2020-09-23,-4,9.5,,2.5,Wednesday,no,24,0.104166667,2.5,10
15,1,3,pre,Control,2020-09-24,-3,6,,3.5,Thursday,no,24,0.145833333,3.5,10
15,1,3,pre,Control,2020-09-25,-2,2,13,4,Friday,no,24,0.166666667,4,10
15,1,3,pre,Control,2020-09-26,-1,8.5,,4.5,Saturday,no,28.5,0.157894737,3.789473684,10
15,1,3,pre,Control,2020-09-27,0,6,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,10
15,1,3,during,Control,2020-09-28,1,6.5,10,3.5,Monday,no,24,0.145833333,3.5,10
15,1,3,during,Control,2020-09-29,2,6.5,10,3.5,Tuesday,yes,24,0.145833333,3.5,10
15,1,3,during,Control,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,10
15,1,3,during,Control,2020-10-01,4,7,10,3,Thursday,no,24,0.125,3,10
15,1,3,during,Control,2020-10-02,5,6,12.5,4,Friday,yes,24,0.166666667,4,10
15,1,3,post,Control,2020-10-03,6,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,10
15,1,3,post,Control,2020-10-04,7,5,12.5,3.5,Sunday,no,24,0.145833333,3.5,10
15,1,3,post,Control,2020-10-05,8,9.5,,3,Monday,yes,19.5,0.153846154,3.692307692,10
15,1,3,post,Control,2020-10-06,9,5.5,,4,Tuesday,no,24,0.166666667,4,10
15,1,3,post,Control,2020-10-07,10,2,10,3.5,Wednesday,no,24,0.145833333,3.5,10
15,1,3,post,Control,2020-10-08,11,6.5,,3.5,Thursday,no,24,0.145833333,3.5,10
15,1,3,post,Control,2020-10-09,12,3.5,12.5,3,Friday,no,24,0.125,3,10
15,1,3,post,Control,2020-10-10,13,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,10
15,1,3,post,Control,2020-10-11,14,6,,3.5,Sunday,yes,24,0.145833333,3.5,10
16,1,3,pre,DMSO,2020-09-21,-6,13,,,Monday,no,24,,,10
16,1,3,pre,DMSO,2020-09-22,-5,9.5,,3.5,Tuesday,no,24,0.145833333,3.5,10
16,1,3,pre,DMSO,2020-09-23,-4,5.5,,4,Wednesday,no,24,0.166666667,4,10
16,1,3,pre,DMSO,2020-09-24,-3,1.5,12.5,4,Thursday,no,24,0.166666667,4,10
16,1,3,pre,DMSO,2020-09-25,-2,8,,4.5,Friday,no,24,0.1875,4.5,10
16,1,3,pre,DMSO,2020-09-26,-1,2,13,6,Saturday,no,28.5,0.210526316,5.052631579,10
16,1,3,pre,DMSO,2020-09-27,0,9.5,10,3.5,Sunday,yes,19.5,0.179487179,4.307692308,10
16,1,3,during,DMSO,2020-09-28,1,5.5,10,4.5,Monday,no,24,0.1875,4.5,10
16,1,3,during,DMSO,2020-09-29,2,7,10,3,Tuesday,yes,24,0.125,3,10
16,1,3,during,DMSO,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,10
16,1,3,during,DMSO,2020-10-01,4,6,10,4,Thursday,no,24,0.166666667,4,10
16,1,3,during,DMSO,2020-10-02,5,7.5,12.5,2.5,Friday,yes,24,0.104166667,2.5,10
16,1,3,post,DMSO,2020-10-03,6,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,10
16,1,3,post,DMSO,2020-10-04,7,3.5,12.5,5,Sunday,no,24,0.208333333,5,10
16,1,3,post,DMSO,2020-10-05,8,10,,2.5,Monday,yes,19.5,0.128205128,3.076923077,10
16,1,3,post,DMSO,2020-10-06,9,5.5,,4.5,Tuesday,no,24,0.1875,4.5,10
16,1,3,post,DMSO,2020-10-07,10,0,13,5.5,Wednesday,no,24,0.229166667,5.5,10
16,1,3,post,DMSO,2020-10-08,11,9.5,,3.5,Thursday,no,24,0.145833333,3.5,10
16,1,3,post,DMSO,2020-10-09,12,5.5,,4,Friday,no,24,0.166666667,4,10
16,1,3,post,DMSO,2020-10-10,13,2,12,3.5,Saturday,no,28.5,0.122807018,2.947368421,10
16,1,3,post,DMSO,2020-10-11,14,7,,5,Sunday,yes,24,0.208333333,5,10
17,1,3,pre,1ppb,2020-09-21,-6,13,,,Monday,no,24,,,10
17,1,3,pre,1ppb,2020-09-22,-5,10,,3,Tuesday,no,24,0.125,3,10
17,1,3,pre,1ppb,2020-09-23,-4,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,10
17,1,3,pre,1ppb,2020-09-24,-3,4,12.5,3.5,Thursday,no,24,0.145833333,3.5,10
17,1,3,pre,1ppb,2020-09-25,-2,9.5,,3,Friday,no,24,0.125,3,10
17,1,3,pre,1ppb,2020-09-26,-1,4.5,12.5,5,Saturday,no,28.5,0.175438596,4.210526316,10
17,1,3,pre,1ppb,2020-09-27,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,10
17,1,3,during,1ppb,2020-09-28,1,7,10,3,Monday,no,24,0.125,3,10
17,1,3,during,1ppb,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,10
17,1,3,during,1ppb,2020-09-30,3,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,10
17,1,3,during,1ppb,2020-10-01,4,6.5,10,3.5,Thursday,no,24,0.145833333,3.5,10
17,1,3,during,1ppb,2020-10-02,5,7,12.5,3,Friday,yes,24,0.125,3,10
17,1,3,post,1ppb,2020-10-03,6,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,10
17,1,3,post,1ppb,2020-10-04,7,6.5,,2.5,Sunday,no,24,0.104166667,2.5,10
17,1,3,post,1ppb,2020-10-05,8,4,12.5,2.5,Monday,yes,19.5,0.128205128,3.076923077,10
17,1,3,post,1ppb,2020-10-06,9,9.5,,3,Tuesday,no,24,0.125,3,10
17,1,3,post,1ppb,2020-10-07,10,5.5,,4,Wednesday,no,24,0.166666667,4,10
17,1,3,post,1ppb,2020-10-08,11,3,10,2.5,Thursday,no,24,0.104166667,2.5,10
17,1,3,post,1ppb,2020-10-09,12,6.5,,3.5,Friday,no,24,0.145833333,3.5,10
17,1,3,post,1ppb,2020-10-10,13,5,,1.5,Saturday,no,28.5,0.052631579,1.263157895,10
17,1,3,post,1ppb,2020-10-11,14,2.5,,2.5,Sunday,yes,24,0.104166667,2.5,10
18,1,3,pre,10 ppb,2020-09-21,-6,13,,,Monday,no,24,,,10
18,1,3,pre,10 ppb,2020-09-22,-5,9,,4,Tuesday,no,24,0.166666667,4,10
18,1,3,pre,10 ppb,2020-09-23,-4,6.5,,2.5,Wednesday,no,24,0.104166667,2.5,10
18,1,3,pre,10 ppb,2020-09-24,-3,4,13,2.5,Thursday,no,24,0.104166667,2.5,10
18,1,3,pre,10 ppb,2020-09-25,-2,10,,3,Friday,no,24,0.125,3,10
18,1,3,pre,10 ppb,2020-09-26,-1,6,12.5,4,Saturday,no,28.5,0.140350877,3.368421053,10
18,1,3,pre,10 ppb,2020-09-27,0,10,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,10
18,1,3,during,10 ppb,2020-09-28,1,7,10,3,Monday,no,24,0.125,3,10
18,1,3,during,10 ppb,2020-09-29,2,7,10,3,Tuesday,yes,24,0.125,3,9
18,1,3,during,10 ppb,2020-09-30,3,7,10,3,Wednesday,yes,24,0.125,3,9
18,1,3,during,10 ppb,2020-10-01,4,6.5,10,3.5,Thursday,no,24,0.145833333,3.5,9
18,1,3,during,10 ppb,2020-10-02,5,7,12.5,3,Friday,yes,24,0.125,3,9
18,1,3,post,10 ppb,2020-10-03,6,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,9
18,1,3,post,10 ppb,2020-10-04,7,7.5,,2.5,Sunday,no,24,0.104166667,2.5,9
18,1,3,post,10 ppb,2020-10-05,8,5,12.5,2.5,Monday,yes,19.5,0.128205128,3.076923077,9
18,1,3,post,10 ppb,2020-10-06,9,10,,2.5,Tuesday,no,24,0.104166667,2.5,9
18,1,3,post,10 ppb,2020-10-07,10,7,,3,Wednesday,no,24,0.125,3,9
18,1,3,post,10 ppb,2020-10-08,11,2.5,13,4.5,Thursday,no,24,0.1875,4.5,9
18,1,3,post,10 ppb,2020-10-09,12,10,,3,Friday,no,24,0.125,3,9
18,1,3,post,10 ppb,2020-10-10,13,8,,2,Saturday,no,28.5,0.070175439,1.684210526,9
18,1,3,post,10 ppb,2020-10-11,14,5.5,,2.5,Sunday,yes,24,0.104166667,2.5,9
19,1,3,pre,100ppb,2020-09-21,-6,13,,,Monday,no,24,,,10
19,1,3,pre,100ppb,2020-09-22,-5,10.5,,2.5,Tuesday,no,24,0.104166667,2.5,10
19,1,3,pre,100ppb,2020-09-23,-4,8,,2.5,Wednesday,no,24,0.104166667,2.5,10
19,1,3,pre,100ppb,2020-09-24,-3,5.5,,2.5,Thursday,no,24,0.104166667,2.5,10
19,1,3,pre,100ppb,2020-09-25,-2,3,12.5,2.5,Friday,no,24,0.104166667,2.5,10
19,1,3,pre,100ppb,2020-09-26,-1,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,10
19,1,3,pre,100ppb,2020-09-27,0,6.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,10
19,1,3,during,100ppb,2020-09-28,1,7,10,3,Monday,no,24,0.125,3,10
19,1,3,during,100ppb,2020-09-29,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,10
19,1,3,during,100ppb,2020-09-30,3,7,10,3,Wednesday,yes,24,0.125,3,10
19,1,3,during,100ppb,2020-10-01,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,10
19,1,3,during,100ppb,2020-10-02,5,8,12.5,2,Friday,yes,24,0.083333333,2,10
19,1,3,post,100ppb,2020-10-03,6,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,10
19,1,3,post,100ppb,2020-10-04,7,7.5,,2.5,Sunday,no,24,0.104166667,2.5,10
19,1,3,post,100ppb,2020-10-05,8,6,12.5,1.5,Monday,yes,19.5,0.076923077,1.846153846,10
19,1,3,post,100ppb,2020-10-06,9,10,,2.5,Tuesday,no,24,0.104166667,2.5,10
19,1,3,post,100ppb,2020-10-07,10,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,10
19,1,3,post,100ppb,2020-10-08,11,6.5,,1,Thursday,no,24,0.041666667,1,9
19,1,3,post,100ppb,2020-10-09,12,4,12.5,2.5,Friday,no,24,0.104166667,2.5,9
19,1,3,post,100ppb,2020-10-10,13,10.5,,2,Saturday,no,28.5,0.070175439,1.684210526,9
19,1,3,post,100ppb,2020-10-11,14,8,,2.5,Sunday,yes,24,0.104166667,2.5,9
20,1,3,pre,800ppb,2020-09-21,-6,13,,,Monday,no,24,,,
20,1,3,pre,800ppb,2020-09-22,-5,10,,3,Tuesday,no,24,0.125,3,
20,1,3,pre,800ppb,2020-09-23,-4,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,
20,1,3,pre,800ppb,2020-09-24,-3,4.5,13,3,Thursday,no,24,0.125,3,
20,1,3,pre,800ppb,2020-09-25,-2,9.5,,3.5,Friday,no,24,0.145833333,3.5,
20,1,3,pre,800ppb,2020-09-26,-1,5.5,12.5,4,Saturday,no,28.5,0.140350877,3.368421053,
20,1,3,pre,800ppb,2020-09-27,0,10,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
20,1,3,during,800ppb,2020-09-28,1,8,10,2,Monday,no,24,0.083333333,2,
20,1,3,during,800ppb,2020-09-29,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,
20,1,3,during,800ppb,2020-09-30,3,5.5,10,4.5,Wednesday,yes,24,0.1875,4.5,
20,1,3,during,800ppb,2020-10-01,4,6.5,10,3.5,Thursday,no,24,0.145833333,3.5,
20,1,3,during,800ppb,2020-10-02,5,7,12.5,3,Friday,yes,24,0.125,3,
20,1,3,post,800ppb,2020-10-03,6,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
20,1,3,post,800ppb,2020-10-04,7,7,,2,Sunday,no,24,0.083333333,2,
20,1,3,post,800ppb,2020-10-05,8,6,12.5,1,Monday,yes,19.5,0.051282051,1.230769231,
20,1,3,post,800ppb,2020-10-06,9,9,,3.5,Tuesday,no,24,0.145833333,3.5,
20,1,3,post,800ppb,2020-10-07,10,5.5,,3.5,Wednesday,no,24,0.145833333,3.5,
20,1,3,post,800ppb,2020-10-08,11,3.5,13,2,Thursday,no,24,0.083333333,2,
20,1,3,post,800ppb,2020-10-09,12,10,,3,Friday,no,24,0.125,3,
20,1,3,post,800ppb,2020-10-10,13,8,,2,Saturday,no,28.5,0.070175439,1.684210526,
20,1,3,post,800ppb,2020-10-11,14,6,,2,Sunday,yes,24,0.083333333,2,
21,1,3,pre,Sacrifice,2020-09-21,-6,13,,,Monday,no,24,,,
21,1,3,pre,Sacrifice,2020-09-22,-5,11,,2,Tuesday,no,24,0.083333333,2,
21,1,3,pre,Sacrifice,2020-09-23,-4,8,,3,Wednesday,no,24,0.125,3,
21,1,3,pre,Sacrifice,2020-09-24,-3,6.5,,1.5,Thursday,no,24,0.0625,1.5,
21,1,3,pre,Sacrifice,2020-09-25,-2,4,12.5,2.5,Friday,no,24,0.104166667,2.5,
21,1,3,pre,Sacrifice,2020-09-26,-1,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
21,1,3,pre,Sacrifice,2020-09-27,0,5.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
21,1,3,during,Sacrifice,2020-09-28,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
21,1,3,during,Sacrifice,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,
21,1,3,during,Sacrifice,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,
21,1,3,during,Sacrifice,2020-10-01,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,
21,1,3,during,Sacrifice,2020-10-02,5,8.5,,1.5,Friday,yes,24,0.0625,1.5,
22,2,3,pre,Control,2020-09-21,-6,13,,,Monday,no,24,,,
22,2,3,pre,Control,2020-09-22,-5,10.5,,2.5,Tuesday,no,24,0.104166667,2.5,
22,2,3,pre,Control,2020-09-23,-4,7.5,,3,Wednesday,no,24,0.125,3,
22,2,3,pre,Control,2020-09-24,-3,3.5,12.5,4,Thursday,no,24,0.166666667,4,
22,2,3,pre,Control,2020-09-25,-2,9,,3.5,Friday,no,24,0.145833333,3.5,
22,2,3,pre,Control,2020-09-26,-1,4,12.5,5,Saturday,no,28.5,0.175438596,4.210526316,
22,2,3,pre,Control,2020-09-27,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
22,2,3,during,Control,2020-09-28,1,6.5,10,3.5,Monday,no,24,0.145833333,3.5,
22,2,3,during,Control,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,
22,2,3,during,Control,2020-09-30,3,5.5,9.5,4.5,Wednesday,yes,24,0.1875,4.5,
22,2,3,during,Control,2020-10-01,4,5.5,10,4,Thursday,no,24,0.166666667,4,
22,2,3,during,Control,2020-10-02,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
22,2,3,post,Control,2020-10-03,6,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,
22,2,3,post,Control,2020-10-04,7,6,,2.5,Sunday,no,24,0.104166667,2.5,
22,2,3,post,Control,2020-10-05,8,4,12.5,2,Monday,yes,19.5,0.102564103,2.461538462,
22,2,3,post,Control,2020-10-06,9,10,,2.5,Tuesday,no,24,0.104166667,2.5,
22,2,3,post,Control,2020-10-07,10,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,
22,2,3,post,Control,2020-10-08,11,6,,1.5,Thursday,no,24,0.0625,1.5,
22,2,3,post,Control,2020-10-09,12,4,12.5,2,Friday,no,24,0.083333333,2,
22,2,3,post,Control,2020-10-10,13,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
22,2,3,post,Control,2020-10-11,14,8,,2,Sunday,yes,24,0.083333333,2,
23,2,3,pre,DMSO,2020-09-21,-6,13,,,Monday,no,24,,,
23,2,3,pre,DMSO,2020-09-22,-5,11,,2,Tuesday,no,24,0.083333333,2,
23,2,3,pre,DMSO,2020-09-23,-4,8.5,,2.5,Wednesday,no,24,0.104166667,2.5,
23,2,3,pre,DMSO,2020-09-24,-3,6,,2.5,Thursday,no,24,0.104166667,2.5,
23,2,3,pre,DMSO,2020-09-25,-2,6,12.5,0,Friday,no,24,0,0,
23,2,3,pre,DMSO,2020-09-26,-1,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
23,2,3,pre,DMSO,2020-09-27,0,6.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
23,2,3,during,DMSO,2020-09-28,1,8,10,2,Monday,no,24,0.083333333,2,
23,2,3,during,DMSO,2020-09-29,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,
23,2,3,during,DMSO,2020-09-30,3,5.5,10,4.5,Wednesday,yes,24,0.1875,4.5,
23,2,3,during,DMSO,2020-10-01,4,6,10,4,Thursday,no,24,0.166666667,4,
23,2,3,during,DMSO,2020-10-02,5,7,12.5,3,Friday,yes,24,0.125,3,
23,2,3,post,DMSO,2020-10-03,6,8.5,,4,Saturday,no,28.5,0.140350877,3.368421053,
23,2,3,post,DMSO,2020-10-04,7,6,,2.5,Sunday,no,24,0.104166667,2.5,
23,2,3,post,DMSO,2020-10-05,8,2.5,12.5,3.5,Monday,yes,19.5,0.179487179,4.307692308,
23,2,3,post,DMSO,2020-10-06,9,9,,3.5,Tuesday,no,24,0.145833333,3.5,
23,2,3,post,DMSO,2020-10-07,10,5,,4,Wednesday,no,24,0.166666667,4,
23,2,3,post,DMSO,2020-10-08,11,2.5,12.5,2.5,Thursday,no,24,0.104166667,2.5,
23,2,3,post,DMSO,2020-10-09,12,9.5,,3,Friday,no,24,0.125,3,
23,2,3,post,DMSO,2020-10-10,13,6,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
23,2,3,post,DMSO,2020-10-11,14,2.5,,3.5,Sunday,yes,24,0.145833333,3.5,
24,2,3,pre,1ppb,2020-09-21,-6,13,,,Monday,no,24,,,
24,2,3,pre,1ppb,2020-09-22,-5,10,,3,Tuesday,no,24,0.125,3,
24,2,3,pre,1ppb,2020-09-23,-4,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,
24,2,3,pre,1ppb,2020-09-24,-3,4,12.5,3.5,Thursday,no,24,0.145833333,3.5,
24,2,3,pre,1ppb,2020-09-25,-2,9.5,,3,Friday,no,24,0.125,3,
24,2,3,pre,1ppb,2020-09-26,-1,5.5,13,4,Saturday,no,28.5,0.140350877,3.368421053,
24,2,3,pre,1ppb,2020-09-27,0,10,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
24,2,3,during,1ppb,2020-09-28,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
24,2,3,during,1ppb,2020-09-29,2,9,10,1,Tuesday,yes,24,0.041666667,1,
24,2,3,during,1ppb,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,
24,2,3,during,1ppb,2020-10-01,4,7,10,3,Thursday,no,24,0.125,3,
24,2,3,during,1ppb,2020-10-02,5,7,12.5,3,Friday,yes,24,0.125,3,
24,2,3,post,1ppb,2020-10-03,6,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
24,2,3,post,1ppb,2020-10-04,7,6,,3,Sunday,no,24,0.125,3,
24,2,3,post,1ppb,2020-10-05,8,3,12,3,Monday,yes,19.5,0.153846154,3.692307692,
24,2,3,post,1ppb,2020-10-06,9,9,,3,Tuesday,no,24,0.125,3,
24,2,3,post,1ppb,2020-10-07,10,5.5,,3.5,Wednesday,no,24,0.145833333,3.5,
24,2,3,post,1ppb,2020-10-08,11,4.5,13,1,Thursday,no,24,0.041666667,1,
24,2,3,post,1ppb,2020-10-09,12,9.5,,3.5,Friday,no,24,0.145833333,3.5,
24,2,3,post,1ppb,2020-10-10,13,7,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
24,2,3,post,1ppb,2020-10-11,14,3.5,,3.5,Sunday,yes,24,0.145833333,3.5,
25,2,3,pre,10 ppb,2020-09-21,-6,13,,,Monday,no,24,,,
25,2,3,pre,10 ppb,2020-09-22,-5,9.5,,3.5,Tuesday,no,24,0.145833333,3.5,
25,2,3,pre,10 ppb,2020-09-23,-4,6.5,,3,Wednesday,no,24,0.125,3,
25,2,3,pre,10 ppb,2020-09-24,-3,3,12.5,3.5,Thursday,no,24,0.145833333,3.5,
25,2,3,pre,10 ppb,2020-09-25,-2,9,,3.5,Friday,no,24,0.145833333,3.5,
25,2,3,pre,10 ppb,2020-09-26,-1,3.5,12.5,5.5,Saturday,no,28.5,0.192982456,4.631578947,
25,2,3,pre,10 ppb,2020-09-27,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
25,2,3,during,10 ppb,2020-09-28,1,6,10,4,Monday,no,24,0.166666667,4,
25,2,3,during,10 ppb,2020-09-29,2,6.5,10,3.5,Tuesday,yes,24,0.145833333,3.5,
25,2,3,during,10 ppb,2020-09-30,3,5.5,10,4.5,Wednesday,yes,24,0.1875,4.5,
25,2,3,during,10 ppb,2020-10-01,4,5,10,5,Thursday,no,24,0.208333333,5,
25,2,3,during,10 ppb,2020-10-02,5,6,12.5,4,Friday,yes,24,0.166666667,4,
25,2,3,post,10 ppb,2020-10-03,6,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
25,2,3,post,10 ppb,2020-10-04,7,6,,3.5,Sunday,no,24,0.145833333,3.5,
25,2,3,post,10 ppb,2020-10-05,8,3,12.5,3,Monday,yes,19.5,0.153846154,3.692307692,
25,2,3,post,10 ppb,2020-10-06,9,8.5,,4,Tuesday,no,24,0.166666667,4,
25,2,3,post,10 ppb,2020-10-07,10,5.5,,3,Wednesday,no,24,0.125,3,
25,2,3,post,10 ppb,2020-10-08,11,3.5,13,2,Thursday,no,24,0.083333333,2,
25,2,3,post,10 ppb,2020-10-09,12,10,,3,Friday,no,24,0.125,3,
25,2,3,post,10 ppb,2020-10-10,13,8,,2,Saturday,no,28.5,0.070175439,1.684210526,
25,2,3,post,10 ppb,2020-10-11,14,6.5,,1.5,Sunday,yes,24,0.0625,1.5,
26,2,3,pre,100ppb,2020-09-21,-6,13,,,Monday,no,24,,,
26,2,3,pre,100ppb,2020-09-22,-5,10,,3,Tuesday,no,24,0.125,3,
26,2,3,pre,100ppb,2020-09-23,-4,7,,3,Wednesday,no,24,0.125,3,
26,2,3,pre,100ppb,2020-09-24,-3,3.5,12.5,3.5,Thursday,no,24,0.145833333,3.5,
26,2,3,pre,100ppb,2020-09-25,-2,9.5,,3,Friday,no,24,0.125,3,
26,2,3,pre,100ppb,2020-09-26,-1,5,13,4.5,Saturday,no,28.5,0.157894737,3.789473684,
26,2,3,pre,100ppb,2020-09-27,0,10,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
26,2,3,during,100ppb,2020-09-28,1,5.5,10,4.5,Monday,no,24,0.1875,4.5,
26,2,3,during,100ppb,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,
26,2,3,during,100ppb,2020-09-30,3,6,10,4,Wednesday,yes,24,0.166666667,4,
26,2,3,during,100ppb,2020-10-01,4,5.5,10,4.5,Thursday,no,24,0.1875,4.5,
26,2,3,during,100ppb,2020-10-02,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
26,2,3,post,100ppb,2020-10-03,6,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
26,2,3,post,100ppb,2020-10-04,7,4.5,12.5,3.5,Sunday,no,24,0.145833333,3.5,
26,2,3,post,100ppb,2020-10-05,8,9.5,,3,Monday,yes,19.5,0.153846154,3.692307692,
26,2,3,post,100ppb,2020-10-06,9,6.5,,3,Tuesday,no,24,0.125,3,
26,2,3,post,100ppb,2020-10-07,10,3,13,3.5,Wednesday,no,24,0.145833333,3.5,
26,2,3,post,100ppb,2020-10-08,11,10.5,,2.5,Thursday,no,24,0.104166667,2.5,
26,2,3,post,100ppb,2020-10-09,12,8.5,,2,Friday,no,24,0.083333333,2,
26,2,3,post,100ppb,2020-10-10,13,5.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
26,2,3,post,100ppb,2020-10-11,14,2.5,,3,Sunday,yes,24,0.125,3,
27,2,3,pre,800ppb,2020-09-21,-6,13,,,Monday,no,24,,,
27,2,3,pre,800ppb,2020-09-22,-5,9.5,,3.5,Tuesday,no,24,0.145833333,3.5,
27,2,3,pre,800ppb,2020-09-23,-4,6.5,,3,Wednesday,no,24,0.125,3,
27,2,3,pre,800ppb,2020-09-24,-3,3,12.5,3.5,Thursday,no,24,0.145833333,3.5,
27,2,3,pre,800ppb,2020-09-25,-2,9,,3.5,Friday,no,24,0.145833333,3.5,
27,2,3,pre,800ppb,2020-09-26,-1,4.5,13,4.5,Saturday,no,28.5,0.157894737,3.789473684,
27,2,3,pre,800ppb,2020-09-27,0,10,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
27,2,3,during,800ppb,2020-09-28,1,7,10,3,Monday,no,24,0.125,3,
27,2,3,during,800ppb,2020-09-29,2,6,10,4,Tuesday,yes,24,0.166666667,4,
27,2,3,during,800ppb,2020-09-30,3,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
27,2,3,during,800ppb,2020-10-01,4,6.5,10,3.5,Thursday,no,24,0.145833333,3.5,
27,2,3,during,800ppb,2020-10-02,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
27,2,3,post,800ppb,2020-10-03,6,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
27,2,3,post,800ppb,2020-10-04,7,6.5,,2.5,Sunday,no,24,0.104166667,2.5,
27,2,3,post,800ppb,2020-10-05,8,3,12.5,3.5,Monday,yes,19.5,0.179487179,4.307692308,
27,2,3,post,800ppb,2020-10-06,9,9,,3.5,Tuesday,no,24,0.145833333,3.5,
27,2,3,post,800ppb,2020-10-07,10,4.5,12.5,4.5,Wednesday,no,24,0.1875,4.5,
27,2,3,post,800ppb,2020-10-08,11,9.5,,3,Thursday,no,24,0.125,3,
27,2,3,post,800ppb,2020-10-09,12,6.5,,3,Friday,no,24,0.125,3,
