mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,information,
55,4,3,during,800ppb,2020-10-26,1,7.5,10,2.5,,
55,4,3,during,800ppb,2020-10-27,2,7,10,3,,
55,4,3,during,800ppb,2020-10-28,3,6.5,10,3.5,,
55,4,3,during,800ppb,2020-10-29,4,7.5,10,2.5,,
55,4,3,during,800ppb,2020-10-30,5,6.5,12.5,3.5,,
55,4,3,post,800ppb,2020-10-31,6,8,,4.5,,
55,4,3,post,800ppb,2020-11-01,7,5,,3,,
55,4,3,post,800ppb,2020-11-02,8,3,12.5,2,,
55,4,3,post,800ppb,2020-11-03,9,9.5,,3,,
55,4,3,post,800ppb,2020-11-04,10,6.5,,3,,
55,4,3,post,800ppb,2020-11-05,11,3.5,12.5,3,,
55,4,3,post,800ppb,2020-11-06,12,8.5,,4,,
55,4,3,post,800ppb,2020-11-07,13,5.5,,3,,
55,4,3,post,800ppb,2020-11-08,14,3,,2.5,,
56,4,3,pre,Sacrifice,2020-10-19,-6,12.5,,,,
56,4,3,pre,Sacrifice,2020-10-20,-5,11.5,,1,,
56,4,3,pre,Sacrifice,2020-10-21,-4,9.5,,2,,
56,4,3,pre,Sacrifice,2020-10-22,-3,7,,2.5,,
56,4,3,pre,Sacrifice,2020-10-23,-2,5,12.5,2,,
56,4,3,pre,Sacrifice,2020-10-24,-1,9.5,,3,,
56,4,3,pre,Sacrifice,2020-10-25,0,6.5,10,3,,
56,4,3,during,Sacrifice,2020-10-26,1,6.5,10,3.5,,
56,4,3,during,Sacrifice,2020-10-27,2,6,10,4,,
56,4,3,during,Sacrifice,2020-10-28,3,7.5,10,2.5,,
56,4,3,during,Sacrifice,2020-10-29,4,6,10,4,,
56,4,3,during,Sacrifice,2020-10-30,5,6,,4,,
57,5,1,pre,Control,2020-11-17,-6,12.5,,,,
57,5,1,pre,Control,2020-11-18,-5,8.5,,4,,
57,5,1,pre,Control,2020-11-19,-4,4.5,,4,,
57,5,1,pre,Control,2020-11-20,-3,1.5,12.5,3,OG value = <1.5,
57,5,1,pre,Control,2020-11-21,-2,6.5,,6,,
57,5,1,pre,Control,2020-11-22,-1,4,,2.5,,
57,5,1,pre,Control,2020-11-23,0,1.5,10,2.5,OG value = <1.5,
57,5,1,during,Control,2020-11-24,1,5,10,5,,
57,5,1,during,Control,2020-11-25,2,5,10,5,,
57,5,1,during,Control,2020-11-26,3,6.5,10,3.5,,
57,5,1,during,Control,2020-11-27,4,5.5,10,4.5,,
57,5,1,during,Control,2020-11-28,5,6,12.5,4,,
57,5,1,post,Control,2020-11-29,6,6.5,,6,,
57,5,1,post,Control,2020-11-30,7,5.5,,1,,
57,5,1,post,Control,2020-12-01,8,3.5,12.5,2,,
57,5,1,post,Control,2020-12-02,9,10,,2.5,,
57,5,1,post,Control,2020-12-03,10,8,,2,,
57,5,1,post,Control,2020-12-04,11,5,,3,,
57,5,1,post,Control,2020-12-05,12,1.5,12.5,3.5,OG value = <1.5,
57,5,1,post,Control,2020-12-06,13,11,,1.5,,
57,5,1,post,Control,2020-12-07,14,9,,2,,
58,5,1,pre,DMSO,2020-11-17,-6,12.5,,,,
58,5,1,pre,DMSO,2020-11-18,-5,8,,4.5,,
58,5,1,pre,DMSO,2020-11-19,-4,4.5,,3.5,,
58,5,1,pre,DMSO,2020-11-20,-3,0,12.5,4.5,,
58,5,1,pre,DMSO,2020-11-21,-2,6.5,,6,,
58,5,1,pre,DMSO,2020-11-22,-1,2,12.5,4.5,OG value = <2,
58,5,1,pre,DMSO,2020-11-23,0,7,10,5.5,,
58,5,1,during,DMSO,2020-11-24,1,4,10,6,,
58,5,1,during,DMSO,2020-11-25,2,4,10,6,,
58,5,1,during,DMSO,2020-11-26,3,7,10,3,,
58,5,1,during,DMSO,2020-11-27,4,8.5,10,1.5,,
58,5,1,during,DMSO,2020-11-28,5,7,12.5,3,,
58,5,1,post,DMSO,2020-11-29,6,9.5,,3,,
58,5,1,post,DMSO,2020-11-30,7,7.5,,2,,
58,5,1,post,DMSO,2020-12-01,8,4.5,12.5,3,,
58,5,1,post,DMSO,2020-12-02,9,9.5,,3,,
58,5,1,post,DMSO,2020-12-03,10,7.5,,2,,
58,5,1,post,DMSO,2020-12-04,11,5,12.5,2.5,,
58,5,1,post,DMSO,2020-12-05,12,6.5,,6,,
58,5,1,post,DMSO,2020-12-06,13,3.5,,3,,
58,5,1,post,DMSO,2020-12-07,14,-0.5,12,4,"Drank down to 0, replaced with 12.5 and drank 0.5 more",
59,5,1,pre,1ppb,2020-11-17,-6,12.5,,,,
59,5,1,pre,1ppb,2020-11-18,-5,9,,3.5,,
59,5,1,pre,1ppb,2020-11-19,-4,5.5,,3.5,,
59,5,1,pre,1ppb,2020-11-20,-3,3,12.5,2.5,,
59,5,1,pre,1ppb,2020-11-21,-2,10.5,,2,,
59,5,1,pre,1ppb,2020-11-22,-1,7,,3.5,,
59,5,1,pre,1ppb,2020-11-23,0,3.5,10,3.5,,
59,5,1,during,1ppb,2020-11-24,1,5.5,10,4.5,,
59,5,1,during,1ppb,2020-11-25,2,5,10,5,,
59,5,1,during,1ppb,2020-11-26,3,5.5,10,4.5,,
59,5,1,during,1ppb,2020-11-27,4,5,10,5,,
59,5,1,during,1ppb,2020-11-28,5,6,12.5,4,,
59,5,1,post,1ppb,2020-11-29,6,10.5,,2,,
59,5,1,post,1ppb,2020-11-30,7,9,,1.5,,
59,5,1,post,1ppb,2020-12-01,8,6.5,12.5,2.5,,
59,5,1,post,1ppb,2020-12-02,9,9.5,,3,,
59,5,1,post,1ppb,2020-12-03,10,5.5,,4,,
59,5,1,post,1ppb,2020-12-04,11,3,12.5,2.5,,
59,5,1,post,1ppb,2020-12-05,12,11.5,,1,,
59,5,1,post,1ppb,2020-12-06,13,9.5,,2,,
59,5,1,post,1ppb,2020-12-07,14,6.5,,3,,
60,5,1,pre,10 ppb,2020-11-17,-6,12.5,,,,
60,5,1,pre,10 ppb,2020-11-18,-5,8,,4.5,,
60,5,1,pre,10 ppb,2020-11-19,-4,6,,2,,
60,5,1,pre,10 ppb,2020-11-20,-3,3,12.5,3,,
60,5,1,pre,10 ppb,2020-11-21,-2,7,,5.5,,
60,5,1,pre,10 ppb,2020-11-22,-1,3,12.5,4,,
60,5,1,pre,10 ppb,2020-11-23,0,8.5,10,4,,
60,5,1,during,10 ppb,2020-11-24,1,5,10,5,,
60,5,1,during,10 ppb,2020-11-25,2,5,10,5,,
60,5,1,during,10 ppb,2020-11-26,3,6,10,4,,
60,5,1,during,10 ppb,2020-11-27,4,5.5,10,4.5,,
60,5,1,during,10 ppb,2020-11-28,5,6,12.5,4,,
60,5,1,post,10 ppb,2020-11-29,6,9,,3.5,,
60,5,1,post,10 ppb,2020-11-30,7,6,,3,,
60,5,1,post,10 ppb,2020-12-01,8,2.5,12.5,3.5,,
60,5,1,post,10 ppb,2020-12-02,9,9.5,,3,,
60,5,1,post,10 ppb,2020-12-03,10,8.5,,1,,
60,5,1,post,10 ppb,2020-12-04,11,6,,2.5,,
60,5,1,post,10 ppb,2020-12-05,12,1.5,12.5,4.5,,
60,5,1,post,10 ppb,2020-12-06,13,11,,1.5,,
60,5,1,post,10 ppb,2020-12-07,14,7.5,,3.5,,
61,5,1,pre,100ppb,2020-11-17,-6,12.5,,,,
61,5,1,pre,100ppb,2020-11-18,-5,9.5,,3,,
61,5,1,pre,100ppb,2020-11-19,-4,7,,2.5,,
61,5,1,pre,100ppb,2020-11-20,-3,5.5,,1.5,,
61,5,1,pre,100ppb,2020-11-21,-2,3.5,,2,,
61,5,1,pre,100ppb,2020-11-22,-1,2.5,12.5,1,,
61,5,1,pre,100ppb,2020-11-23,0,8.5,10,4,,
61,5,1,during,100ppb,2020-11-24,1,8,10,2,,
61,5,1,during,100ppb,2020-11-25,2,8,10,2,,
61,5,1,during,100ppb,2020-11-26,3,8,10,2,,
61,5,1,during,100ppb,2020-11-27,4,7.5,10,2.5,,
61,5,1,during,100ppb,2020-11-28,5,5.5,12.5,4.5,,
61,5,1,post,100ppb,2020-11-29,6,8,,4.5,,
61,5,1,post,100ppb,2020-11-30,7,4,,4,,
61,5,1,post,100ppb,2020-12-01,8,-0.5,12,4.5,"Drank down to 0, replaced with 12.5 and drank 0.5 more",
61,5,1,post,100ppb,2020-12-02,9,7,,5,,
61,5,1,post,100ppb,2020-12-03,10,4,,3,,
61,5,1,post,100ppb,2020-12-04,11,0,12.5,4,,
61,5,1,post,100ppb,2020-12-05,12,7.5,,5,,
61,5,1,post,100ppb,2020-12-06,13,3,12.5,4.5,,
61,5,1,post,100ppb,2020-12-07,14,6.5,,6,,
62,5,1,pre,800ppb,2020-11-17,-6,12.5,,,,
62,5,1,pre,800ppb,2020-11-18,-5,9,,3.5,,
62,5,1,pre,800ppb,2020-11-19,-4,5.5,,3.5,,
62,5,1,pre,800ppb,2020-11-20,-3,1.5,12.5,4,OG value = <1.5,
62,5,1,pre,800ppb,2020-11-21,-2,8.5,,4,,
62,5,1,pre,800ppb,2020-11-22,-1,7,,1.5,,
62,5,1,pre,800ppb,2020-11-23,0,2.5,10,4.5,,
62,5,1,during,800ppb,2020-11-24,1,5.5,10,4.5,,
62,5,1,during,800ppb,2020-11-25,2,7,10,3,,
62,5,1,during,800ppb,2020-11-26,3,6,10,4,,
62,5,1,during,800ppb,2020-11-27,4,5.5,10,4.5,,
62,5,1,during,800ppb,2020-11-28,5,5,12.5,5,,
62,5,1,post,800ppb,2020-11-29,6,8,,4.5,,
62,5,1,post,800ppb,2020-11-30,7,5,,3,,
62,5,1,post,800ppb,2020-12-01,8,1.5,12.5,3.5,,
62,5,1,post,800ppb,2020-12-02,9,10,,2.5,,
62,5,1,post,800ppb,2020-12-03,10,6,,4,,
62,5,1,post,800ppb,2020-12-04,11,3.5,12.5,2.5,,
62,5,1,post,800ppb,2020-12-05,12,9,,3.5,,
62,5,1,post,800ppb,2020-12-06,13,6,,3,,
62,5,1,post,800ppb,2020-12-07,14,3.5,,2.5,,
63,5,1,pre,Sacrifice,2020-11-17,-6,12.5,,,,
63,5,1,pre,Sacrifice,2020-11-18,-5,8,,4.5,,
63,5,1,pre,Sacrifice,2020-11-19,-4,3,12.5,5,,
63,5,1,pre,Sacrifice,2020-11-20,-3,7.5,,5,,
63,5,1,pre,Sacrifice,2020-11-21,-2,2,12.5,5.5,OG value = <2,
63,5,1,pre,Sacrifice,2020-11-22,-1,9,,3.5,,
63,5,1,pre,Sacrifice,2020-11-23,0,6.5,10,2.5,,
63,5,1,during,Sacrifice,2020-11-24,1,5,10,5,,
63,5,1,during,Sacrifice,2020-11-25,2,4,10,6,,
63,5,1,during,Sacrifice,2020-11-26,3,5,10,5,,
63,5,1,during,Sacrifice,2020-11-27,4,6,10,4,,
63,5,1,during,Sacrifice,2020-11-28,5,7.5,,2.5,,
64,3,7,pre,Control,2020-11-17,-6,12.5,,,,
64,3,7,pre,Control,2020-11-18,-5,9,,3.5,,
64,3,7,pre,Control,2020-11-19,-4,6,,3,,
64,3,7,pre,Control,2020-11-20,-3,3,12.5,3,,
64,3,7,pre,Control,2020-11-21,-2,9,,3.5,,
64,3,7,pre,Control,2020-11-22,-1,5.5,,3.5,,
64,3,7,pre,Control,2020-11-23,0,1.5,10,4,OG value = <1.5,
64,3,7,during,Control,2020-11-24,1,6.5,10,3.5,,
64,3,7,during,Control,2020-11-25,2,6,10,4,,
64,3,7,during,Control,2020-11-26,3,6.5,10,3.5,,
64,3,7,during,Control,2020-11-27,4,6.5,10,3.5,,
64,3,7,during,Control,2020-11-28,5,6.5,12.5,3.5,,
64,3,7,post,Control,2020-11-29,6,10.5,,2,,
64,3,7,post,Control,2020-11-30,7,8,,2.5,,
64,3,7,post,Control,2020-12-01,8,4.5,12.5,3.5,,
64,3,7,post,Control,2020-12-02,9,9,,3.5,,
64,3,7,post,Control,2020-12-03,10,6.5,,2.5,,
64,3,7,post,Control,2020-12-04,11,3.5,12.5,3,,
64,3,7,post,Control,2020-12-05,12,9,,3.5,,
64,3,7,post,Control,2020-12-06,13,6.5,,2.5,,
64,3,7,post,Control,2020-12-07,14,3.5,,3,,
65,3,7,pre,DMSO,2020-11-17,-6,12.5,,,,
65,3,7,pre,DMSO,2020-11-18,-5,9,,3.5,,
65,3,7,pre,DMSO,2020-11-19,-4,6.5,,2.5,,
65,3,7,pre,DMSO,2020-11-20,-3,4,,2.5,,
65,3,7,pre,DMSO,2020-11-21,-2,0,12.5,4,,
65,3,7,pre,DMSO,2020-11-22,-1,9.5,,3,,
65,3,7,pre,DMSO,2020-11-23,0,6.5,10,3,,
65,3,7,during,DMSO,2020-11-24,1,7.5,10,2.5,,
65,3,7,during,DMSO,2020-11-25,2,6.5,10,3.5,,
65,3,7,during,DMSO,2020-11-26,3,7,10,3,,
65,3,7,during,DMSO,2020-11-27,4,6.5,10,3.5,,
65,3,7,during,DMSO,2020-11-28,5,7,12.5,3,,
65,3,7,post,DMSO,2020-11-29,6,9.5,,3,,
65,3,7,post,DMSO,2020-11-30,7,6,,3.5,,
65,3,7,post,DMSO,2020-12-01,8,3.5,12.5,2.5,,
65,3,7,post,DMSO,2020-12-02,9,10,,2.5,,
65,3,7,post,DMSO,2020-12-03,10,7.5,,2.5,,
65,3,7,post,DMSO,2020-12-04,11,5,,2.5,,
65,3,7,post,DMSO,2020-12-05,12,1.5,12.5,3.5,OG value = <1.5,
65,3,7,post,DMSO,2020-12-06,13,9.5,,3,,
65,3,7,post,DMSO,2020-12-07,14,7,,2.5,,
66,3,7,pre,1ppb,2020-11-17,-6,12.5,,,,
66,3,7,pre,1ppb,2020-11-18,-5,11,,1.5,,
66,3,7,pre,1ppb,2020-11-19,-4,7.5,,3.5,,
66,3,7,pre,1ppb,2020-11-20,-3,4,,3.5,,
66,3,7,pre,1ppb,2020-11-21,-2,0,12.5,4,,
66,3,7,pre,1ppb,2020-11-22,-1,8,,4.5,,
66,3,7,pre,1ppb,2020-11-23,0,4,10,4,,
66,3,7,during,1ppb,2020-11-24,1,6,10,4,,
66,3,7,during,1ppb,2020-11-25,2,6.5,10,3.5,,
66,3,7,during,1ppb,2020-11-26,3,6,10,4,,
66,3,7,during,1ppb,2020-11-27,4,7,10,3,,
66,3,7,during,1ppb,2020-11-28,5,7,12.5,3,,
66,3,7,post,1ppb,2020-11-29,6,9.5,,3,,
66,3,7,post,1ppb,2020-11-30,7,6.5,,3,,
66,3,7,post,1ppb,2020-12-01,8,3.5,12.5,3,,
66,3,7,post,1ppb,2020-12-02,9,8.5,,4,,
66,3,7,post,1ppb,2020-12-03,10,5,,3.5,,
66,3,7,post,1ppb,2020-12-04,11,2,12.5,3,,
66,3,7,post,1ppb,2020-12-05,12,10,,2.5,,
66,3,7,post,1ppb,2020-12-06,13,7.5,,2.5,,
66,3,7,post,1ppb,2020-12-07,14,3,,4.5,,
67,3,7,pre,10 ppb,2020-11-17,-6,12.5,,,,
67,3,7,pre,10 ppb,2020-11-18,-5,9,,3.5,,
67,3,7,pre,10 ppb,2020-11-19,-4,5,,4,,
67,3,7,pre,10 ppb,2020-11-20,-3,2.5,12.5,2.5,,
67,3,7,pre,10 ppb,2020-11-21,-2,10,,2.5,,
67,3,7,pre,10 ppb,2020-11-22,-1,8.5,,1.5,,
67,3,7,pre,10 ppb,2020-11-23,0,3,10,5.5,,
67,3,7,during,10 ppb,2020-11-24,1,8.5,10,1.5,,
67,3,7,during,10 ppb,2020-11-25,2,5,10,5,,
67,3,7,during,10 ppb,2020-11-26,3,5.5,10,4.5,,
67,3,7,during,10 ppb,2020-11-27,4,6.5,10,3.5,,
67,3,7,during,10 ppb,2020-11-28,5,8,12.5,2,,
67,3,7,post,10 ppb,2020-11-29,6,9.5,,3,,
67,3,7,post,10 ppb,2020-11-30,7,7,,2.5,,
67,3,7,post,10 ppb,2020-12-01,8,4.5,12.5,2.5,,
67,3,7,post,10 ppb,2020-12-02,9,10,,2.5,,
67,3,7,post,10 ppb,2020-12-03,10,8,,2,,
67,3,7,post,10 ppb,2020-12-04,11,5,,3,,
67,3,7,post,10 ppb,2020-12-05,12,1.5,12.5,3.5,OG value = <1.5,
67,3,7,post,10 ppb,2020-12-06,13,10.5,,2,,
67,3,7,post,10 ppb,2020-12-07,14,7,,3.5,,
68,3,7,pre,100ppb,2020-11-17,-6,12.5,,,,
68,3,7,pre,100ppb,2020-11-18,-5,9,,3.5,,
68,3,7,pre,100ppb,2020-11-19,-4,6,,3,,
68,3,7,pre,100ppb,2020-11-20,-3,3,12.5,3,,
68,3,7,pre,100ppb,2020-11-21,-2,10,,2.5,,
68,3,7,pre,100ppb,2020-11-22,-1,9,,1,,
68,3,7,pre,100ppb,2020-11-23,0,6,10,3,,
68,3,7,during,100ppb,2020-11-24,1,7.5,10,2.5,,
68,3,7,during,100ppb,2020-11-25,2,6.5,10,3.5,,
68,3,7,during,100ppb,2020-11-26,3,7,10,3,,
68,3,7,during,100ppb,2020-11-27,4,5.5,10,4.5,,
68,3,7,during,100ppb,2020-11-28,5,7,12.5,3,,
68,3,7,post,100ppb,2020-11-29,6,9.5,,3,,
68,3,7,post,100ppb,2020-11-30,7,7.5,,2,,
68,3,7,post,100ppb,2020-12-01,8,6,12.5,1.5,,
68,3,7,post,100ppb,2020-12-02,9,9.5,,3,,
68,3,7,post,100ppb,2020-12-03,10,6.5,,3,,
68,3,7,post,100ppb,2020-12-04,11,3.5,12.5,3,,
68,3,7,post,100ppb,2020-12-05,12,11,,1.5,,
68,3,7,post,100ppb,2020-12-06,13,7.5,,3.5,,
68,3,7,post,100ppb,2020-12-07,14,4,,3.5,,
69,3,7,pre,800ppb,2020-11-17,-6,12.5,,,,
69,3,7,pre,800ppb,2020-11-18,-5,12,,0.5,,
69,3,7,pre,800ppb,2020-11-19,-4,8,,4,,
69,3,7,pre,800ppb,2020-11-20,-3,4.5,,3.5,,
69,3,7,pre,800ppb,2020-11-21,-2,2,12.5,2.5,OG value = <2,
69,3,7,pre,800ppb,2020-11-22,-1,10,,2.5,,
69,3,7,pre,800ppb,2020-11-23,0,7.5,10,2.5,,
69,3,7,during,800ppb,2020-11-24,1,6.5,10,3.5,,
69,3,7,during,800ppb,2020-11-25,2,6,10,4,,
69,3,7,during,800ppb,2020-11-26,3,5,10,5,,
69,3,7,during,800ppb,2020-11-27,4,7,10,3,,
69,3,7,during,800ppb,2020-11-28,5,5.5,12.5,4.5,,
69,3,7,post,800ppb,2020-11-29,6,8.5,,4,,
69,3,7,post,800ppb,2020-11-30,7,7,,1.5,,
69,3,7,post,800ppb,2020-12-01,8,4,12.5,3,,
69,3,7,post,800ppb,2020-12-02,9,9.5,,3,,
69,3,7,post,800ppb,2020-12-03,10,8.5,,1,,
69,3,7,post,800ppb,2020-12-04,11,4.5,,4,,
69,3,7,post,800ppb,2020-12-05,12,1.5,12.5,3,OG value = <1.5,
69,3,7,post,800ppb,2020-12-06,13,9.5,,3,,
69,3,7,post,800ppb,2020-12-07,14,6.5,,3,,
70,3,7,pre,Sacrifice,2020-11-17,-6,12.5,,,,
70,3,7,pre,Sacrifice,2020-11-18,-5,11.5,,1,,
70,3,7,pre,Sacrifice,2020-11-19,-4,8.5,,3,,
70,3,7,pre,Sacrifice,2020-11-20,-3,4,12.5,4.5,,
70,3,7,pre,Sacrifice,2020-11-21,-2,7.5,,5,,
70,3,7,pre,Sacrifice,2020-11-22,-1,3,12.5,4.5,,
70,3,7,pre,Sacrifice,2020-11-23,0,7.5,10,5,,
70,3,7,during,Sacrifice,2020-11-24,1,5,10,5,,
70,3,7,during,Sacrifice,2020-11-25,2,6,10,4,,
70,3,7,during,Sacrifice,2020-11-26,3,4.5,10,5.5,,
70,3,7,during,Sacrifice,2020-11-27,4,6.5,10,3.5,,
70,3,7,during,Sacrifice,2020-11-28,5,6,,4,,
71,5,3,pre,Control,2020-11-30,-6,12.5,,,,
71,5,3,pre,Control,2020-12-01,-5,9,,3.5,,
71,5,3,pre,Control,2020-12-02,-4,6.5,,2.5,,
71,5,3,pre,Control,2020-12-03,-3,4,,2.5,,
71,5,3,pre,Control,2020-12-04,-2,0,12.5,4,,
71,5,3,pre,Control,2020-12-05,-1,10.5,,2,,
71,5,3,pre,Control,2020-12-06,0,9.5,10,1,,
71,5,3,during,Control,2020-12-07,1,5.5,10,4.5,,
71,5,3,during,Control,2020-12-08,2,6,10,4,,
71,5,3,during,Control,2020-12-09,3,7,10,3,,
71,5,3,during,Control,2020-12-10,4,6,10,4,,
71,5,3,during,Control,2020-12-11,5,5.5,12.5,4.5,,
71,5,3,post,Control,2020-12-12,6,9,,3.5,,
71,5,3,post,Control,2020-12-13,7,7,,2,,
71,5,3,post,Control,2020-12-14,8,6,,1,,
71,5,3,post,Control,2020-12-15,9,3,12.5,3,,
71,5,3,post,Control,2020-12-16,10,12,,0.5,,
71,5,3,post,Control,2020-12-17,11,10,,2,,
71,5,3,post,Control,2020-12-18,12,9.5,,0.5,,
71,5,3,post,Control,2020-12-19,13,5.5,,4,,
71,5,3,post,Control,2020-12-20,14,3,,2.5,,
72,5,3,pre,DMSO,2020-11-30,-6,12.5,,,,
72,5,3,pre,DMSO,2020-12-01,-5,9,,3.5,,
72,5,3,pre,DMSO,2020-12-02,-4,5.5,,3.5,,
72,5,3,pre,DMSO,2020-12-03,-3,1.5,12.5,4,,
72,5,3,pre,DMSO,2020-12-04,-2,10.5,,2,,
72,5,3,pre,DMSO,2020-12-05,-1,6.5,,4,,
72,5,3,pre,DMSO,2020-12-06,0,3.5,10,3,,
72,5,3,during,DMSO,2020-12-07,1,7.5,10,2.5,,
72,5,3,during,DMSO,2020-12-08,2,6,10,4,,
72,5,3,during,DMSO,2020-12-09,3,7.5,10,2.5,,
72,5,3,during,DMSO,2020-12-10,4,8,10,2,,
72,5,3,during,DMSO,2020-12-11,5,7.5,12.5,2.5,,
72,5,3,post,DMSO,2020-12-12,6,10,,2.5,,
72,5,3,post,DMSO,2020-12-13,7,8.5,,1.5,,
72,5,3,post,DMSO,2020-12-14,8,7,,1.5,,
72,5,3,post,DMSO,2020-12-15,9,4.5,,2.5,,
72,5,3,post,DMSO,2020-12-16,10,2,12.5,2.5,,
72,5,3,post,DMSO,2020-12-17,11,11.5,,1,,
72,5,3,post,DMSO,2020-12-18,12,8.5,,3,,
72,5,3,post,DMSO,2020-12-19,13,7,,1.5,,
72,5,3,post,DMSO,2020-12-20,14,4.5,,2.5,,
73,5,3,pre,1ppb,2020-11-30,-6,12.5,,,,
73,5,3,pre,1ppb,2020-12-01,-5,9,,3.5,,
73,5,3,pre,1ppb,2020-12-02,-4,6,,3,,
73,5,3,pre,1ppb,2020-12-03,-3,2.5,12.5,3.5,,
73,5,3,pre,1ppb,2020-12-04,-2,10,,2.5,,
73,5,3,pre,1ppb,2020-12-05,-1,8,,2,,
73,5,3,pre,1ppb,2020-12-06,0,6,10,2,,
73,5,3,during,1ppb,2020-12-07,1,7.5,10,2.5,,
73,5,3,during,1ppb,2020-12-08,2,8.5,10,1.5,,
73,5,3,during,1ppb,2020-12-09,3,6.5,10,3.5,,
73,5,3,during,1ppb,2020-12-10,4,6.5,10,3.5,,
73,5,3,during,1ppb,2020-12-11,5,8,12.5,2,,
73,5,3,post,1ppb,2020-12-12,6,10.5,,2,,
73,5,3,post,1ppb,2020-12-13,7,9,,1.5,,
73,5,3,post,1ppb,2020-12-14,8,5.5,,3.5,,
73,5,3,post,1ppb,2020-12-15,9,3,12.5,2.5,,
73,5,3,post,1ppb,2020-12-16,10,9,,3.5,,
73,5,3,post,1ppb,2020-12-17,11,7.5,,1.5,,
73,5,3,post,1ppb,2020-12-18,12,6.5,,1,,
73,5,3,post,1ppb,2020-12-19,13,4,12.5,2.5,,
73,5,3,post,1ppb,2020-12-20,14,9.5,,3,,
74,5,3,pre,10 ppb,2020-11-30,-6,12.5,,,,
74,5,3,pre,10 ppb,2020-12-01,-5,9.5,,3,,
74,5,3,pre,10 ppb,2020-12-02,-4,5.5,,4,,
74,5,3,pre,10 ppb,2020-12-03,-3,2,12.5,3.5,,
74,5,3,pre,10 ppb,2020-12-04,-2,12.5,,0,Sugar vial blocked,
74,5,3,pre,10 ppb,2020-12-05,-1,8.5,,4,,
74,5,3,pre,10 ppb,2020-12-06,0,5,10,3.5,,
74,5,3,during,10 ppb,2020-12-07,1,7,10,3,,
74,5,3,during,10 ppb,2020-12-08,2,7.5,10,2.5,,
74,5,3,during,10 ppb,2020-12-09,3,7,10,3,,
74,5,3,during,10 ppb,2020-12-10,4,6,10,4,,
74,5,3,during,10 ppb,2020-12-11,5,7.5,12.5,2.5,,
74,5,3,post,10 ppb,2020-12-12,6,10,,2.5,,
74,5,3,post,10 ppb,2020-12-13,7,7.5,,2.5,,
74,5,3,post,10 ppb,2020-12-14,8,6,,1.5,,
74,5,3,post,10 ppb,2020-12-15,9,1.5,12.5,4.5,,
74,5,3,post,10 ppb,2020-12-16,10,10,,2.5,,
74,5,3,post,10 ppb,2020-12-17,11,8,,2,,
74,5,3,post,10 ppb,2020-12-18,12,5.5,,2.5,,
74,5,3,post,10 ppb,2020-12-19,13,4,,1.5,,
74,5,3,post,10 ppb,2020-12-20,14,0,,4,,
75,5,3,pre,100ppb,2020-11-30,-6,12.5,,,,
75,5,3,pre,100ppb,2020-12-01,-5,9.5,,3,,
75,5,3,pre,100ppb,2020-12-02,-4,7.5,,2,,
75,5,3,pre,100ppb,2020-12-03,-3,5,,2.5,,
75,5,3,pre,100ppb,2020-12-04,-2,1.5,12.5,3.5,,
75,5,3,pre,100ppb,2020-12-05,-1,10,,2.5,,
75,5,3,pre,100ppb,2020-12-06,0,7.5,10,2.5,,
75,5,3,during,100ppb,2020-12-07,1,7.5,10,2.5,,
75,5,3,during,100ppb,2020-12-08,2,7.5,10,2.5,,
75,5,3,during,100ppb,2020-12-09,3,6.5,10,3.5,,
75,5,3,during,100ppb,2020-12-10,4,8,10,2,,
75,5,3,during,100ppb,2020-12-11,5,7.5,12.5,2.5,,
75,5,3,post,100ppb,2020-12-12,6,11,,1.5,,
75,5,3,post,100ppb,2020-12-13,7,10,,1,,
75,5,3,post,100ppb,2020-12-14,8,8.5,,1.5,,
75,5,3,post,100ppb,2020-12-15,9,6.5,,2,,
75,5,3,post,100ppb,2020-12-16,10,6,,0.5,,
75,5,3,post,100ppb,2020-12-17,11,2.5,12.5,3.5,,
75,5,3,post,100ppb,2020-12-18,12,11.5,,1,,
75,5,3,post,100ppb,2020-12-19,13,8.5,,3,,
75,5,3,post,100ppb,2020-12-20,14,6.5,,2,,
76,5,3,pre,800ppb,2020-11-30,-6,12.5,,,,
76,5,3,pre,800ppb,2020-12-01,-5,9.5,,3,,
76,5,3,pre,800ppb,2020-12-02,-4,7,,2.5,,
76,5,3,pre,800ppb,2020-12-03,-3,4.5,,2.5,,
76,5,3,pre,800ppb,2020-12-04,-2,1.5,12.5,3,,
76,5,3,pre,800ppb,2020-12-05,-1,9,,3.5,,
76,5,3,pre,800ppb,2020-12-06,0,5.5,10,3.5,,
76,5,3,during,800ppb,2020-12-07,1,6.5,10,3.5,,
76,5,3,during,800ppb,2020-12-08,2,6.5,10,3.5,,
76,5,3,during,800ppb,2020-12-09,3,6,10,4,,
76,5,3,during,800ppb,2020-12-10,4,8.5,10,1.5,,
76,5,3,during,800ppb,2020-12-11,5,5.5,12.5,4.5,,
76,5,3,post,800ppb,2020-12-12,6,9,,3.5,,
76,5,3,post,800ppb,2020-12-13,7,5.5,,3.5,,
76,5,3,post,800ppb,2020-12-14,8,2,12.5,3.5,,
76,5,3,post,800ppb,2020-12-15,9,10,,2.5,,
76,5,3,post,800ppb,2020-12-16,10,6.5,,3.5,,
76,5,3,post,800ppb,2020-12-17,11,4,,2.5,,
